Gypsy:Gypsy73_GMI:Glycine	picluster	TE	30	.	.	.	.	1035	1064	0.9032	CENSOR
SINE2/tRNA:MIR:Mammalia	picluster	TE	45	.	.	.	.	1146	1102	0.8913	CENSOR
ERV1:HERV35I:Homo	picluster	TE	33	.	.	.	.	741	709	0.8788	CENSOR
Mariner/Tc1:MarinerN22_DRe:Danio	picluster	TE	28	.	.	.	.	575	602	0.875	CENSOR
R4:Rex61_OL:Oryzias	picluster	TE	27	.	.	.	.	708	682	0.875	CENSOR
Gypsy:Gypsy20_ZM_I:Zea	picluster	TE	44	.	.	.	.	1914	1957	0.8718	CENSOR
Jockey:JockeyN3_CQ:Culex	picluster	TE	40	.	.	.	.	879	840	0.8718	CENSOR
CR1:L2:Eutheria	picluster	TE	70	.	.	.	.	1019	950	0.8714	CENSOR
SINE2/tRNA:MIR3_MarsB:Metatheria	picluster	TE	54	.	.	.	.	171	118	0.8704	CENSOR
Penelope:Penelope95_LMi:Locusta	picluster	TE	43	.	.	.	.	1743	1701	0.8696	CENSOR
Copia:ATCOPIA6I:Arabidopsis	picluster	TE	10	.	.	.	.	742	751	0.8684	CENSOR
Vingi:Vingi4_HR:Helobdella	picluster	TE	36	.	.	.	.	284	249	0.8649	CENSOR
R1:R17_DPer:Drosophila	picluster	TE	37	.	.	.	.	353	389	0.8611	CENSOR
ERV2:TguERVK1N3_I:Estrildidae	picluster	TE	22	.	.	.	.	306	285	0.8611	CENSOR
hAT:hAT6_BF:Branchiostoma	picluster	TE	35	.	.	.	.	1868	1834	0.8611	CENSOR
Mariner/Tc1:FLIPPER:Botrytis	picluster	TE	27	.	.	.	.	326	352	0.8605	CENSOR
Harbinger:LatiHarb12:Latimeria	picluster	TE	54	.	.	.	.	2878	2825	0.86	CENSOR
ERV3:LTR18C:Homo	picluster	TE	8	.	.	.	.	117	110	0.8478	CENSOR
NA:NVREP587:NA	picluster	TE	28	.	.	.	.	248	221	0.8462	CENSOR
R1:R12_DBp:Drosophila	picluster	TE	9	.	.	.	.	1093	1101	0.8462	CENSOR
Harbinger:Chompy8B_Crp:Crocodylus	picluster	TE	44	.	.	.	.	681	638	0.8444	CENSOR
Gypsy:Gypsy5_CCriI:Chondrus	picluster	TE	27	.	.	.	.	194	220	0.8421	CENSOR
BEL:BEL257_AAI:Aedes	picluster	TE	36	.	.	.	.	2914	2879	0.84	CENSOR
Gypsy:Gypsy78_PAbI:Picea	picluster	TE	5	.	.	.	.	756	752	0.8372	CENSOR
Gypsy:Gypsy5_CGiI:Crassostrea	picluster	TE	2	.	.	.	.	307	308	0.8372	CENSOR
CR1:L2_Plat1t:Ornithorhynchus	picluster	TE	80	.	.	.	.	1206	1285	0.8289	CENSOR
SINE:MIR3:Homo	picluster	TE	51	.	.	.	.	3933	3983	0.8235	CENSOR
Gypsy:Gypsy41_CPBI:Chrysemys	picluster	TE	18	.	.	.	.	1958	1975	0.8222	CENSOR
hAT:hATN5_SBi:Sorghum	picluster	TE	43	.	.	.	.	3063	3021	0.8222	CENSOR
SINE:MIR3:Homo	picluster	TE	39	.	.	.	.	4818	4856	0.8205	CENSOR
EnSpm/CACTA:EnSpm7_CCri:Chondrus	picluster	TE	13	.	.	.	.	321	309	0.82	CENSOR
Penelope:Penelope47_LMi:Locusta	picluster	TE	52	.	.	.	.	90	39	0.8182	CENSOR
L2:L2C:Eutheria	picluster	TE	45	.	.	.	.	1400	1444	0.8182	CENSOR
DIRS:DIRS9_ACar:Anolis	picluster	TE	54	.	.	.	.	780	833	0.8113	CENSOR
EnSpm/CACTA:EnSpm2_GM:Glycine	picluster	TE	29	.	.	.	.	949	921	0.8113	CENSOR
Tx1:Tx110_Crp:Crocodylus	picluster	TE	13	.	.	.	.	615	603	0.8103	CENSOR
ISL2EU:ISL2EU10_CGi:Crassostrea	picluster	TE	56	.	.	.	.	1643	1588	0.8103	CENSOR
hAT:hAT15_LMi:Locusta	picluster	TE	15	.	.	.	.	880	894	0.8077	CENSOR
ERV3:LTR16A:Eutheria	picluster	TE	46	.	.	.	.	390	435	0.8077	CENSOR
Copia:Copia112_AAI:Aedes	picluster	TE	40	.	.	.	.	1548	1587	0.807	CENSOR
ERV1:ERV1N1_SScI:Sus	picluster	TE	105	.	.	.	.	5	109	0.8058	CENSOR
CR1:L2B:Eutheria	picluster	TE	45	.	.	.	.	1445	1489	0.8	CENSOR
ERV3:ERV32_CrpI:Crocodylus	picluster	TE	18	.	.	.	.	436	453	0.8	CENSOR
L1:L11_ATr:Amborella	picluster	TE	1	.	.	.	.	325	325	0.7969	CENSOR
hAT:hATN122_AMi:Alligator	picluster	TE	21	.	.	.	.	3020	3000	0.7937	CENSOR
Gypsy:Gypsy91_CCriI:Chondrus	picluster	TE	52	.	.	.	.	2991	2940	0.7885	CENSOR
DIRS:DIRS2B_CPB:Chrysemys	picluster	TE	22	.	.	.	.	1307	1286	0.7869	CENSOR
Gypsy:ATGP1I:Arabidopsis	picluster	TE	67	.	.	.	.	2589	2523	0.7826	CENSOR
L1:VLINE5_VV:Vitis	picluster	TE	38	.	.	.	.	1876	1913	0.7794	CENSOR
Copia:Copia78_STI:Solanum	picluster	TE	84	.	.	.	.	837	920	0.7791	CENSOR
Gypsy:Gypsy9_CPBLTR:Chrysemys	picluster	TE	72	.	.	.	.	836	765	0.7778	CENSOR
SINE2/tRNA:MIR3_MarsB:Metatheria	picluster	TE	62	.	.	.	.	3504	3565	0.7778	CENSOR
Tx1:KoshiTn1:Tetraodon	picluster	TE	85	.	.	.	.	2100	2016	0.7711	CENSOR
Polinton:Polinton1_TC:Tribolium	picluster	TE	62	.	.	.	.	1809	1870	0.7705	CENSOR
Copia:Copia122_AAI:Aedes	picluster	TE	22	.	.	.	.	454	475	0.7703	CENSOR
Gypsy:Gypsy38_GAI:Gasterosteus	picluster	TE	69	.	.	.	.	2464	2396	0.7681	CENSOR
Harbinger:Harbinger6_AMi:Alligator	picluster	TE	12	.	.	.	.	183	172	0.7596	CENSOR
Vingi:Vingi1N4_EE:Erinaceus	picluster	TE	28	.	.	.	.	2101	2128	0.7527	CENSOR
Copia:Copia53_ALYI:Arabidopsis	picluster	TE	11	.	.	.	.	1147	1157	0.7463	CENSOR
SINE2/tRNA:MIRb:Mammalia	picluster	TE	52	.	.	.	.	1020	1071	0.7391	CENSOR
Gypsy:LTR29C_Gav:Gavialis	picluster	TE	89	.	.	.	.	3793	3881	0.7363	CENSOR
Harbinger:Harbinger2_Crp:Crocodylus	picluster	TE	111	.	.	.	.	637	527	0.7358	CENSOR
LTR:LTR83_Gav:NA	picluster	TE	110	.	.	.	.	2204	2313	0.7264	CENSOR
ERV1:ERV14NEC_I:Equus	picluster	TE	2	.	.	.	.	184	185	0.7222	CENSOR
Transposable:MamRep605:NA	picluster	TE	54	.	.	.	.	2590	2643	0.713	CENSOR
CR1:L2:Eutheria	picluster	TE	186	.	.	.	.	3579	3764	0.7068	CENSOR
ERV3:LTR67:Homo	picluster	TE	411	.	.	.	.	2386	1976	0.6839	CENSOR
